customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases
2173,40,Female,T-Shirt,Clothing,29.21,California,M,Blue,Fall,4.6,No,Venmo,Express,Yes,Yes,7,Cash,Monthly
2174,21,Male,Jeans,Clothing,63.12,Illinois,M,Silver,Spring,3.8,Yes,PayPal,Free Shipping,No,No,9,Venmo,Bi-Weekly
2175,38,Male,Blouse,Clothing,54.18,Texas,M,White,Winter,4.7,Yes,Credit Card,Free Shipping,Yes,No,6,Venmo,Quarterly
2176,45,Male,Watch,Accessories,112.82,New York,M,Silver,Spring,3.3,Yes,Cash,Store Pickup,Yes,Yes,10,Cash,Monthly
2177,46,Female,Watch,Accessories,101.33,California,S,White,Fall,4.0,No,Venmo,2-Day Shipping,Yes,No,10,Cash,Quarterly
2178,25,Male,T-Shirt,Clothing,28.01,Florida,L,Black,Winter,3.2,No,Venmo,Store Pickup,No,Yes,1,Credit Card,Quarterly
2179,54,Female,Jeans,Clothing,58.78,Texas,S,Blue,Spring,3.3,Yes,Debit Card,Store Pickup,Yes,No,3,PayPal,Monthly
2180,26,Female,Blouse,Clothing,41.89,New York,M,Blue,Summer,4.5,No,Credit Card,Standard,No,Yes,8,Cash,Monthly
2181,57,Female,Jeans,Clothing,58.67,Texas,L,Blue,Spring,3.4,No,Venmo,Free Shipping,No,Yes,0,Debit Card,Bi-Weekly
2182,33,Male,Jeans,Clothing,50.75,Texas,L,Black,Fall,4.1,No,Venmo,Store Pickup,No,No,9,Credit Card,Weekly
2183,22,Female,Jeans,Clothing,58.45,Illinois,L,Blue,Spring,3.1,No,Credit Card,Express,Yes,No,6,Credit Card,Quarterly
2184,19,Male,Jeans,Clothing,54.41,Illinois,S,Black,Spring,4.0,No,PayPal,Standard,No,Yes,10,Venmo,Bi-Weekly
2185,58,Female,Sneakers,Footwear,84.21,Florida,L,Black,Summer,3.1,No,Venmo,Express,No,No,0,Debit Card,Quarterly
2186,25,Male,T-Shirt,Clothing,29.9,Florida,L,Black,Winter,3.4,Yes,PayPal,Free Shipping,No,No,1,Venmo,Bi-Weekly
2187,42,Female,Jeans,Clothing,69.44,New York,S,White,Winter,4.1,No,Credit Card,Standard,No,No,1,Credit Card,Quarterly
2188,28,Female,Blouse,Clothing,49.9,Illinois,S,White,Fall,4.6,Yes,Credit Card,Store Pickup,No,No,4,Venmo,Monthly
2189,55,Female,Watch,Accessories,131.08,Texas,S,Blue,Spring,4.2,No,Venmo,Free Shipping,No,Yes,5,Debit Card,Weekly
2190,39,Male,Jeans,Clothing,53.64,California,S,Black,Summer,4.5,No,Venmo,2-Day Shipping,Yes,No,9,Credit Card,Monthly
2191,57,Male,Sneakers,Footwear,98.64,California,S,Blue,Winter,4.6,No,Debit Card,Express,Yes,No,7,PayPal,Quarterly
2192,43,Female,Sneakers,Footwear,92.24,California,M,Blue,Winter,3.8,Yes,Cash,2-Day Shipping,Yes,No,6,Debit Card,Quarterly
2193,25,Female,Sneakers,Footwear,98.97,Texas,S,White,Winter,4.5,Yes,Debit Card,Express,No,Yes,8,PayPal,Monthly
2194,53,Male,Sneakers,Footwear,81.98,Texas,S,Silver,Fall,4.2,No,Credit Card,Store Pickup,Yes,No,2,Debit Card,Weekly
2195,59,Male,Blouse,Clothing,42.43,Florida,S,Silver,Fall,3.8,Yes,PayPal,Free Shipping,No,Yes,0,Debit Card,Weekly
2196,42,Female,Jeans,Clothing,58.79,Illinois,M,White,Winter,4.2,Yes,Cash,Free Shipping,Yes,Yes,0,Credit Card,Quarterly
2197,27,Male,Blouse,Clothing,47.32,New York,M,Silver,Winter,3.4,No,PayPal,Standard,Yes,Yes,3,Venmo,Quarterly
2198,31,Male,Blouse,Clothing,53.35,Illinois,S,White,Spring,4.1,Yes,Debit Card,Standard,No,No,5,Debit Card,Monthly
2199,24,Female,T-Shirt,Clothing,21.43,New York,S,Black,Spring,4.0,Yes,Debit Card,Store Pickup,No,No,6,Credit Card,Monthly
2200,49,Female,Jeans,Clothing,66.15,New York,L,Silver,Spring,3.4,Yes,Debit Card,Express,No,Yes,8,Credit Card,Quarterly
2201,47,Female,Watch,Accessories,107.24,New York,L,Blue,Winter,4.8,No,Cash,Express,Yes,Yes,6,Venmo,Bi-Weekly
2202,25,Female,Sneakers,Footwear,95.03,Illinois,L,Black,Summer,4.9,No,Debit Card,Express,No,No,0,Debit Card,Weekly
2203,42,Female,Jeans,Clothing,59.18,Illinois,M,Black,Spring,3.8,No,Venmo,Free Shipping,No,Yes,4,Venmo,Bi-Weekly
2204,30,Male,Watch,Accessories,101.53,Texas,L,Silver,Winter,3.1,No,Credit Card,Store Pickup,Yes,Yes,9,PayPal,Quarterly
2205,21,Female,Sneakers,Footwear,96.01,Florida,M,Black,Fall,4.1,No,Venmo,2-Day Shipping,No,No,9,Debit Card,Bi-Weekly
2206,42,Male,T-Shirt,Clothing,30.1,Illinois,S,White,Winter,4.2,Yes,Venmo,Free Shipping,Yes,Yes,9,Credit Card,Monthly
2207,27,Female,Jeans,Clothing,64.69,Illinois,M,Black,Summer,3.3,No,Debit Card,Express,No,No,5,Debit Card,Quarterly
2208,53,Male,T-Shirt,Clothing,32.69,New York,M,White,Winter,4.8,Yes,Cash,Express,Yes,No,1,Credit Card,Bi-Weekly
2209,37,Female,Sneakers,Footwear,85.16,Texas,L,Blue,Spring,4.4,No,Cash,Store Pickup,Yes,No,7,Debit Card,Monthly
2210,29,Male,Jeans,Clothing,58.5,Illinois,L,Black,Spring,4.0,No,PayPal,Free Shipping,Yes,Yes,10,Venmo,Bi-Weekly
2211,46,Male,T-Shirt,Clothing,23.91,Illinois,L,Black,Winter,3.7,Yes,Debit Card,Store Pickup,No,Yes,8,Venmo,Quarterly
2212,37,Female,Jeans,Clothing,59.02,Illinois,S,Black,Spring,3.8,Yes,Debit Card,Express,No,Yes,1,Cash,Weekly
2213,38,Male,Sneakers,Footwear,81.68,California,M,Blue,Summer,3.4,Yes,PayPal,Express,No,Yes,0,PayPal,Quarterly
2214,40,Male,Watch,Accessories,102.17,Texas,S,Blue,Fall,4.8,Yes,PayPal,Store Pickup,Yes,Yes,4,PayPal,Quarterly
2215,35,Female,Sneakers,Footwear,94.62,California,L,White,Fall,5.0,No,Cash,2-Day Shipping,Yes,Yes,5,Debit Card,Monthly
2216,37,Female,Watch,Accessories,139.33,Florida,M,Silver,Fall,4.1,Yes,PayPal,Standard,No,No,3,Debit Card,Weekly
2217,39,Male,Watch,Accessories,127.38,California,S,Black,Fall,3.8,Yes,PayPal,Express,Yes,Yes,2,Venmo,Bi-Weekly
2218,38,Female,Jeans,Clothing,69.11,Florida,L,Silver,Fall,4.9,No,Venmo,Store Pickup,Yes,Yes,2,Venmo,Weekly
2219,24,Female,Watch,Accessories,108.53,Texas,S,White,Winter,3.8,Yes,Credit Card,Free Shipping,No,Yes,2,Cash,Monthly
2220,19,Male,Sneakers,Footwear,82.26,New York,S,Blue,Fall,4.4,Yes,Credit Card,2-Day Shipping,Yes,No,6,Venmo,Bi-Weekly
2221,33,Male,Blouse,Clothing,40.09,California,L,Silver,Winter,4.2,No,Cash,Store Pickup,Yes,No,9,Credit Card,Bi-Weekly
2222,38,Male,Sneakers,Footwear,94.52,California,S,Black,Fall,4.5,No,PayPal,2-Day Shipping,Yes,Yes,2,Credit Card,Monthly
2223,22,Male,T-Shirt,Clothing,26.75,New York,L,Silver,Spring,4.2,No,Credit Card,Express,No,Yes,5,Cash,Weekly
2224,42,Female,Blouse,Clothing,41.61,New York,S,Silver,Summer,4.0,Yes,PayPal,Express,Yes,No,5,PayPal,Quarterly
2225,46,Female,Watch,Accessories,139.38,Illinois,S,White,Winter,4.6,Yes,Credit Card,Express,No,Yes,8,PayPal,Monthly
2226,24,Male,Blouse,Clothing,42.63,California,S,White,Spring,4.5,No,Cash,Store Pickup,No,No,3,Debit Card,Bi-Weekly
2227,23,Male,Jeans,Clothing,51.55,Texas,M,Silver,Spring,3.6,No,Cash,Express,No,No,7,Venmo,Bi-Weekly
2228,27,Female,Sneakers,Footwear,89.42,California,L,Blue,Winter,3.7,No,Cash,Free Shipping,Yes,Yes,0,Venmo,Quarterly
2229,26,Female,Sneakers,Footwear,95.56,New York,M,Black,Spring,4.1,No,PayPal,Standard,Yes,No,9,PayPal,Monthly
2230,49,Female,Blouse,Clothing,52.86,New York,M,Blue,Winter,3.1,No,Credit Card,Express,Yes,Yes,5,Cash,Bi-Weekly
2231,31,Male,Sneakers,Footwear,94.38,California,M,Silver,Winter,4.9,Yes,Cash,2-Day Shipping,Yes,No,10,Cash,Monthly
2232,48,Male,Watch,Accessories,138.9,California,M,Black,Fall,3.4,Yes,Credit Card,Standard,Yes,No,6,PayPal,Quarterly
2233,44,Male,Jeans,Clothing,54.14,Florida,M,Silver,Summer,4.7,Yes,Debit Card,Express,No,No,7,Credit Card,Weekly
2234,47,Female,Sneakers,Footwear,83.84,Texas,M,White,Spring,3.2,No,Debit Card,Free Shipping,Yes,No,0,Cash,Weekly
2235,31,Female,T-Shirt,Clothing,26.6,California,S,Black,Spring,3.3,Yes,Venmo,2-Day Shipping,Yes,Yes,0,Credit Card,Weekly
2236,40,Male,Jeans,Clothing,56.84,New York,M,Black,Winter,4.1,Yes,Venmo,Store Pickup,Yes,No,1,Debit Card,Monthly
2237,21,Male,Watch,Accessories,138.58,Florida,M,Silver,Winter,4.0,Yes,Venmo,Free Shipping,No,Yes,4,Cash,Quarterly
2238,30,Male,Sneakers,Footwear,87.09,Texas,S,White,Fall,4.0,Yes,Debit Card,2-Day Shipping,No,No,7,Credit Card,Bi-Weekly
2239,46,Male,Watch,Accessories,124.42,Texas,M,Black,Spring,4.1,Yes,Venmo,Store Pickup,Yes,No,5,PayPal,Bi-Weekly
2240,49,Male,Blouse,Clothing,41.74,Texas,S,White,Spring,3.5,Yes,Debit Card,2-Day Shipping,No,Yes,2,Debit Card,Quarterly
2241,56,Female,Watch,Accessories,117.22,Florida,S,Black,Summer,3.8,No,Debit Card,2-Day Shipping,Yes,No,4,Cash,Bi-Weekly
2242,35,Female,Blouse,Clothing,47.01,Illinois,L,Blue,Spring,3.6,No,Venmo,2-Day Shipping,Yes,No,9,PayPal,Bi-Weekly
2243,53,Female,Jeans,Clothing,65.99,New York,S,Blue,Fall,4.7,Yes,Cash,Free Shipping,No,Yes,4,PayPal,Quarterly
2244,24,Male,Watch,Accessories,102.94,New York,L,Silver,Spring,4.6,Yes,Venmo,2-Day Shipping,No,No,5,Cash,Bi-Weekly
2245,35,Female,T-Shirt,Clothing,33.91,New York,S,Black,Summer,4.7,Yes,Cash,2-Day Shipping,No,No,0,Debit Card,Quarterly
2246,39,Male,Sneakers,Footwear,80.77,New York,S,White,Summer,4.9,Yes,Debit Card,Free Shipping,No,Yes,10,Debit Card,Weekly
2247,44,Female,Blouse,Clothing,44.2,New York,S,Blue,Winter,4.3,No,Venmo,Store Pickup,Yes,No,8,Cash,Quarterly
2248,21,Male,Blouse,Clothing,42.71,New York,M,Blue,Summer,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,1,Venmo,Monthly
2249,26,Female,Watch,Accessories,100.49,Illinois,M,Black,Fall,3.5,Yes,Venmo,Free Shipping,Yes,No,6,Cash,Quarterly
2250,21,Female,Jeans,Clothing,58.25,California,L,Silver,Fall,3.4,Yes,Debit Card,Free Shipping,Yes,Yes,7,Debit Card,Quarterly
2251,38,Female,Blouse,Clothing,48.76,Florida,M,Black,Spring,3.4,No,Credit Card,Free Shipping,Yes,Yes,2,Venmo,Monthly
2252,32,Male,Watch,Accessories,127.99,Illinois,L,Silver,Fall,3.1,Yes,PayPal,Free Shipping,Yes,No,3,Cash,Monthly
2253,21,Male,Watch,Accessories,136.78,Illinois,L,Blue,Fall,4.0,Yes,Venmo,2-Day Shipping,No,Yes,8,Cash,Quarterly
2254,29,Female,Blouse,Clothing,45.41,Florida,S,Blue,Summer,4.8,Yes,Venmo,Express,Yes,No,4,Venmo,Monthly
2255,42,Female,Blouse,Clothing,42.97,Illinois,M,White,Summer,4.9,No,Cash,Store Pickup,No,No,4,PayPal,Bi-Weekly
2256,18,Male,Watch,Accessories,120.0,New York,S,Black,Spring,3.7,Yes,Venmo,Store Pickup,Yes,Yes,8,Venmo,Weekly
2257,38,Female,Jeans,Clothing,56.37,New York,L,Black,Fall,4.1,Yes,Cash,Standard,Yes,Yes,1,Cash,Monthly
2258,54,Female,T-Shirt,Clothing,21.27,New York,M,Blue,Summer,3.3,No,Cash,Free Shipping,No,No,0,PayPal,Quarterly
2259,56,Female,Sneakers,Footwear,94.62,New York,S,White,Summer,4.3,No,Cash,Express,Yes,No,3,Credit Card,Weekly
2260,46,Female,Jeans,Clothing,59.45,Illinois,M,White,Spring,3.8,No,Credit Card,Standard,Yes,Yes,9,Venmo,Monthly
2261,40,Female,Blouse,Clothing,53.42,Florida,M,Blue,Spring,3.0,No,Venmo,Standard,Yes,No,0,Debit Card,Quarterly
2262,49,Male,Jeans,Clothing,68.55,California,S,White,Summer,4.3,Yes,PayPal,Express,No,No,1,Venmo,Monthly
2263,34,Female,Jeans,Clothing,67.06,New York,L,Black,Summer,4.1,No,Debit Card,Free Shipping,No,Yes,10,PayPal,Weekly
2264,49,Male,Blouse,Clothing,43.36,Illinois,S,Blue,Winter,4.7,Yes,Venmo,Express,Yes,No,2,Cash,Monthly
2265,34,Male,Sneakers,Footwear,97.59,Illinois,S,Blue,Fall,3.7,No,Venmo,Store Pickup,No,Yes,7,PayPal,Quarterly
2266,25,Male,Sneakers,Footwear,89.91,California,L,White,Spring,4.6,Yes,PayPal,Free Shipping,No,No,10,Credit Card,Weekly
2267,45,Female,T-Shirt,Clothing,31.68,California,M,Silver,Fall,3.0,No,PayPal,Express,No,Yes,6,Venmo,Weekly
2268,32,Female,Sneakers,Footwear,99.73,Texas,S,White,Winter,4.8,Yes,Credit Card,Express,No,Yes,0,Debit Card,Quarterly
2269,21,Female,T-Shirt,Clothing,27.81,Florida,S,Blue,Summer,4.8,Yes,PayPal,Free Shipping,No,Yes,9,Credit Card,Bi-Weekly
2270,18,Female,Sneakers,Footwear,83.69,California,M,White,Summer,4.3,Yes,Cash,Free Shipping,No,Yes,10,Debit Card,Monthly
2271,44,Male,Blouse,Clothing,40.41,Texas,M,Black,Summer,3.8,No,Debit Card,Standard,Yes,Yes,4,PayPal,Monthly
2272,50,Female,T-Shirt,Clothing,26.88,California,M,Silver,Spring,3.8,No,Credit Card,2-Day Shipping,Yes,No,0,Debit Card,Quarterly
2273,49,Female,T-Shirt,Clothing,23.07,New York,M,White,Summer,3.9,Yes,Venmo,Store Pickup,No,No,8,Cash,Weekly
2274,38,Female,T-Shirt,Clothing,31.04,California,S,Blue,Winter,4.6,No,Cash,Free Shipping,Yes,No,3,Credit Card,Bi-Weekly
2275,37,Female,Blouse,Clothing,45.28,Florida,L,Black,Winter,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,7,Venmo,Bi-Weekly
2276,23,Female,T-Shirt,Clothing,34.02,Florida,S,Blue,Summer,4.5,No,Debit Card,Store Pickup,No,No,2,Debit Card,Weekly
2277,38,Male,Blouse,Clothing,42.7,California,L,Blue,Spring,4.2,No,Venmo,2-Day Shipping,No,No,4,Venmo,Monthly
2278,31,Male,Blouse,Clothing,52.24,Illinois,L,Black,Winter,4.9,No,Venmo,Standard,Yes,No,4,PayPal,Monthly
2279,39,Male,Blouse,Clothing,45.98,Illinois,M,White,Spring,4.1,Yes,Credit Card,Express,Yes,No,0,Debit Card,Weekly
2280,49,Male,T-Shirt,Clothing,22.31,Illinois,S,Silver,Fall,3.7,No,Cash,Express,No,No,3,Credit Card,Monthly
2281,22,Female,Jeans,Clothing,68.26,Florida,M,Silver,Spring,4.4,No,Credit Card,Express,Yes,No,5,PayPal,Bi-Weekly
2282,57,Male,Watch,Accessories,135.92,New York,L,White,Spring,4.5,Yes,Credit Card,2-Day Shipping,No,Yes,8,Debit Card,Monthly
2283,50,Male,Blouse,Clothing,49.26,Texas,M,Blue,Spring,4.8,Yes,Credit Card,2-Day Shipping,Yes,No,6,PayPal,Bi-Weekly
2284,30,Male,Watch,Accessories,123.57,New York,M,White,Winter,4.8,No,PayPal,Free Shipping,Yes,Yes,7,Debit Card,Weekly
2285,27,Male,T-Shirt,Clothing,30.64,Texas,L,Blue,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,0,PayPal,Quarterly
2286,31,Male,Blouse,Clothing,54.39,California,M,White,Summer,3.6,Yes,Credit Card,Standard,Yes,Yes,5,Venmo,Monthly
2287,37,Male,Jeans,Clothing,68.25,California,L,White,Winter,4.2,No,PayPal,2-Day Shipping,Yes,Yes,8,Cash,Weekly
2288,42,Female,T-Shirt,Clothing,22.42,Texas,M,Silver,Summer,4.5,Yes,Debit Card,Express,Yes,Yes,10,Venmo,Monthly
2289,27,Male,Jeans,Clothing,56.71,New York,S,Blue,Winter,3.2,No,Credit Card,Free Shipping,Yes,Yes,4,Credit Card,Quarterly
2290,18,Female,Watch,Accessories,123.08,Texas,L,Silver,Summer,3.6,Yes,Credit Card,Standard,No,No,3,Venmo,Monthly
2291,50,Male,Sneakers,Footwear,83.09,Illinois,M,Blue,Spring,3.7,Yes,Venmo,Store Pickup,Yes,No,9,Venmo,Bi-Weekly
2292,54,Male,Watch,Accessories,138.96,Illinois,L,White,Spring,4.4,No,PayPal,Free Shipping,No,Yes,8,PayPal,Monthly
2293,18,Male,Jeans,Clothing,59.98,California,L,Silver,Fall,4.9,No,PayPal,2-Day Shipping,Yes,No,6,Cash,Monthly
2294,31,Male,Sneakers,Footwear,84.06,Illinois,S,Black,Spring,3.7,Yes,PayPal,Standard,Yes,No,9,Debit Card,Monthly
2295,54,Female,Blouse,Clothing,53.36,New York,M,Blue,Summer,4.0,No,Debit Card,Free Shipping,No,No,1,Cash,Monthly
2296,43,Female,Jeans,Clothing,64.67,California,M,Silver,Summer,3.7,Yes,Credit Card,Standard,No,No,1,Credit Card,Monthly
2297,20,Female,Blouse,Clothing,49.36,Florida,S,White,Winter,4.7,No,PayPal,2-Day Shipping,No,No,3,Venmo,Weekly
2298,21,Male,Jeans,Clothing,52.16,New York,S,White,Spring,3.5,No,PayPal,2-Day Shipping,No,Yes,0,Venmo,Monthly
2299,21,Female,Blouse,Clothing,49.59,New York,M,Silver,Fall,4.4,No,PayPal,Express,Yes,Yes,3,PayPal,Monthly
2300,24,Male,Jeans,Clothing,60.98,Texas,S,Black,Fall,4.0,Yes,Credit Card,2-Day Shipping,No,Yes,8,Credit Card,Weekly
2301,60,Female,Sneakers,Footwear,87.66,Texas,M,Silver,Spring,3.6,No,Venmo,Express,Yes,Yes,8,Cash,Monthly
2302,44,Male,Watch,Accessories,109.01,Texas,S,Silver,Spring,4.0,Yes,Venmo,Free Shipping,No,Yes,10,Cash,Monthly
2303,26,Male,Sneakers,Footwear,98.04,Texas,M,Black,Spring,3.8,Yes,PayPal,Free Shipping,No,Yes,1,Debit Card,Monthly
2304,22,Female,Sneakers,Footwear,90.86,Florida,M,Black,Spring,3.4,Yes,PayPal,Free Shipping,Yes,Yes,9,PayPal,Bi-Weekly
2305,25,Male,Blouse,Clothing,45.2,Illinois,M,Black,Winter,3.1,Yes,Credit Card,Express,No,Yes,1,Cash,Bi-Weekly
2306,29,Male,Jeans,Clothing,51.61,Florida,M,Blue,Summer,4.6,Yes,PayPal,Standard,No,No,3,Venmo,Weekly
2307,19,Female,Blouse,Clothing,54.06,Texas,L,Silver,Fall,4.1,No,Venmo,Store Pickup,No,Yes,3,Cash,Monthly
2308,24,Male,T-Shirt,Clothing,30.99,Florida,M,Black,Fall,4.1,Yes,Cash,Store Pickup,No,Yes,5,Debit Card,Weekly
2309,24,Male,Watch,Accessories,105.22,Florida,L,Silver,Winter,4.6,No,PayPal,Store Pickup,No,No,2,Credit Card,Weekly
2310,30,Female,T-Shirt,Clothing,29.36,Illinois,M,White,Winter,3.8,Yes,Credit Card,Free Shipping,Yes,No,1,Debit Card,Monthly
2311,55,Male,T-Shirt,Clothing,24.7,Illinois,S,White,Winter,3.3,No,Cash,Standard,Yes,Yes,7,Cash,Weekly
2312,55,Female,Watch,Accessories,121.24,New York,L,White,Winter,4.7,Yes,Debit Card,Standard,Yes,No,10,PayPal,Monthly
2313,32,Male,Sneakers,Footwear,87.5,Illinois,M,Silver,Summer,3.8,Yes,PayPal,Free Shipping,Yes,Yes,6,PayPal,Weekly
2314,44,Female,Jeans,Clothing,59.92,Illinois,L,Blue,Fall,3.8,Yes,Venmo,Store Pickup,Yes,No,8,Credit Card,Bi-Weekly
2315,24,Male,Sneakers,Footwear,87.79,Illinois,S,White,Spring,4.9,Yes,Cash,Free Shipping,Yes,No,7,Credit Card,Weekly
2316,29,Male,T-Shirt,Clothing,23.71,New York,S,Silver,Winter,4.7,No,Credit Card,2-Day Shipping,No,No,6,PayPal,Quarterly
2317,31,Male,T-Shirt,Clothing,34.52,Florida,L,Silver,Summer,3.2,Yes,PayPal,Standard,Yes,No,9,Venmo,Weekly
2318,42,Male,T-Shirt,Clothing,29.58,New York,S,White,Winter,4.4,Yes,PayPal,Express,Yes,Yes,10,Credit Card,Weekly
2319,56,Female,Blouse,Clothing,45.67,New York,M,Black,Summer,3.3,Yes,PayPal,Store Pickup,Yes,Yes,7,Debit Card,Weekly
2320,40,Male,Watch,Accessories,124.11,Florida,S,Silver,Summer,3.9,No,Debit Card,Store Pickup,Yes,No,7,Debit Card,Bi-Weekly
2321,53,Female,Watch,Accessories,136.97,Illinois,S,White,Spring,3.7,Yes,Cash,Standard,No,No,4,Cash,Weekly
2322,47,Female,Sneakers,Footwear,83.92,Illinois,L,Blue,Summer,4.4,Yes,PayPal,Express,No,No,6,Cash,Monthly
2323,27,Female,Watch,Accessories,129.03,Florida,S,White,Fall,3.1,No,PayPal,2-Day Shipping,No,Yes,10,Venmo,Monthly
2324,25,Female,Watch,Accessories,115.51,Illinois,S,Blue,Winter,3.9,No,Venmo,Express,No,No,8,Venmo,Bi-Weekly
2325,40,Male,Jeans,Clothing,59.2,California,M,Silver,Fall,4.5,No,Debit Card,Express,Yes,No,8,Credit Card,Weekly
2326,37,Male,Watch,Accessories,138.13,Texas,L,White,Winter,4.9,Yes,Cash,Express,Yes,Yes,7,Debit Card,Weekly
2327,38,Female,T-Shirt,Clothing,30.39,Texas,S,White,Spring,4.6,No,PayPal,Free Shipping,No,No,8,PayPal,Monthly
2328,59,Male,Watch,Accessories,133.51,California,M,White,Fall,3.8,No,Cash,Express,Yes,Yes,10,Cash,Bi-Weekly
2329,27,Male,Sneakers,Footwear,83.26,Illinois,M,Blue,Summer,4.2,Yes,Cash,Express,No,No,3,Cash,Quarterly
2330,39,Male,T-Shirt,Clothing,32.24,New York,M,Blue,Summer,3.0,Yes,Credit Card,Standard,Yes,Yes,1,Cash,Quarterly
2331,54,Male,Sneakers,Footwear,85.48,New York,M,Blue,Winter,4.2,Yes,Debit Card,2-Day Shipping,Yes,No,5,PayPal,Bi-Weekly
2332,54,Female,Sneakers,Footwear,96.18,California,L,Black,Winter,4.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,10,Credit Card,Quarterly
2333,49,Female,T-Shirt,Clothing,26.42,Texas,S,Black,Fall,3.2,Yes,PayPal,Express,No,Yes,5,PayPal,Bi-Weekly
2334,32,Female,Sneakers,Footwear,83.65,New York,M,Blue,Winter,4.2,Yes,Credit Card,Free Shipping,No,No,5,Cash,Monthly
2335,44,Male,T-Shirt,Clothing,23.95,California,S,Blue,Spring,3.9,Yes,Venmo,Store Pickup,No,Yes,6,Cash,Weekly
2336,35,Male,Jeans,Clothing,52.28,California,L,White,Winter,4.1,No,Debit Card,Express,No,No,3,PayPal,Monthly
2337,40,Male,Watch,Accessories,119.31,New York,M,White,Summer,3.7,Yes,Venmo,Standard,Yes,Yes,8,Debit Card,Weekly
2338,24,Female,Jeans,Clothing,56.78,New York,M,Blue,Summer,4.0,No,PayPal,Free Shipping,Yes,Yes,7,Debit Card,Weekly
2339,24,Male,T-Shirt,Clothing,22.93,Florida,M,Black,Summer,3.7,No,Debit Card,Store Pickup,No,Yes,10,Venmo,Monthly
2340,56,Female,Watch,Accessories,104.9,Texas,S,Blue,Spring,3.0,No,Debit Card,Standard,No,Yes,6,Credit Card,Quarterly
2341,26,Female,Jeans,Clothing,59.21,California,S,Black,Summer,4.5,No,PayPal,Standard,No,Yes,3,Cash,Quarterly
2342,21,Female,Jeans,Clothing,64.97,California,M,White,Summer,3.5,Yes,Venmo,Standard,Yes,No,5,Venmo,Weekly
2343,53,Female,Sneakers,Footwear,92.13,New York,M,Blue,Spring,3.0,No,Cash,2-Day Shipping,No,No,2,Debit Card,Monthly
2344,60,Female,Watch,Accessories,127.88,California,L,Blue,Spring,4.0,Yes,PayPal,2-Day Shipping,Yes,No,1,Credit Card,Quarterly
2345,21,Male,Blouse,Clothing,53.79,Florida,L,Black,Winter,4.8,Yes,Credit Card,Standard,Yes,Yes,3,Cash,Monthly
2346,34,Male,T-Shirt,Clothing,26.16,Illinois,M,Black,Winter,3.2,No,PayPal,Free Shipping,No,Yes,0,Cash,Quarterly
2347,19,Female,Watch,Accessories,128.76,California,S,Silver,Summer,3.7,Yes,Venmo,Standard,No,No,3,Venmo,Bi-Weekly
2348,19,Female,Blouse,Clothing,47.86,Illinois,L,Black,Winter,3.5,Yes,Debit Card,Free Shipping,No,No,5,PayPal,Weekly
2349,19,Female,Sneakers,Footwear,82.85,Texas,M,Blue,Winter,3.7,No,Credit Card,Standard,Yes,Yes,6,Credit Card,Weekly
2350,54,Male,Sneakers,Footwear,95.1,Illinois,M,Silver,Spring,4.7,No,PayPal,Standard,No,Yes,9,Debit Card,Bi-Weekly
2351,28,Male,Blouse,Clothing,53.02,California,S,Black,Winter,4.9,Yes,PayPal,Free Shipping,Yes,Yes,1,Venmo,Bi-Weekly
2352,37,Female,T-Shirt,Clothing,28.7,New York,M,White,Fall,4.2,No,Debit Card,Standard,Yes,Yes,5,Cash,Weekly
2353,44,Female,Blouse,Clothing,49.78,Illinois,S,White,Spring,4.7,Yes,Venmo,Standard,Yes,Yes,5,Debit Card,Weekly
2354,29,Female,Blouse,Clothing,44.76,New York,L,Silver,Winter,3.4,No,Debit Card,Standard,Yes,No,3,Credit Card,Quarterly
2355,33,Male,Sneakers,Footwear,98.71,Florida,S,Black,Spring,3.1,No,Venmo,2-Day Shipping,Yes,Yes,10,PayPal,Quarterly
2356,43,Male,Blouse,Clothing,46.11,Illinois,M,Blue,Spring,4.5,No,PayPal,Standard,Yes,No,3,PayPal,Bi-Weekly
2357,49,Female,Blouse,Clothing,43.09,Florida,M,Silver,Spring,4.9,No,Cash,2-Day Shipping,Yes,Yes,9,Debit Card,Bi-Weekly
2358,35,Male,Watch,Accessories,130.1,Illinois,S,Silver,Winter,4.8,No,Debit Card,Express,Yes,Yes,4,Debit Card,Bi-Weekly
2359,51,Female,T-Shirt,Clothing,21.66,Texas,L,Black,Summer,4.7,No,PayPal,Standard,Yes,No,3,PayPal,Quarterly
2360,18,Male,Blouse,Clothing,53.27,Texas,L,White,Winter,3.6,No,Credit Card,Free Shipping,Yes,Yes,8,Credit Card,Monthly
2361,46,Female,T-Shirt,Clothing,34.73,California,L,Black,Fall,4.7,Yes,Credit Card,Standard,Yes,No,3,PayPal,Quarterly
2362,35,Male,Sneakers,Footwear,89.03,New York,M,Blue,Winter,3.3,No,Venmo,Express,No,Yes,1,Credit Card,Bi-Weekly
2363,39,Male,Blouse,Clothing,45.55,Texas,M,Silver,Winter,3.7,No,Venmo,Standard,Yes,Yes,5,Cash,Quarterly
